Reference #,Adjustment Account,Date,Posting Period,Memo,Subsidiary,Department,Item,Item,Item ID,Item ID Sandipan,Location,Units,Adjust Qty By,Est. Unit Cost,Department,Class,Memo,,Lot/Serial (for lot numbered item),Expiration Date (for lot numbered item),Lot Quantity (for lot numbered item)
,6301 Valuation Adjustments,4/23/2020,,Opening Balance,Western Consolidated Technologies,,WFFL080057013D-PCX20K,WFFL080057013D-PCX20K,30113,30113,WCT HQ,EA,,0.12549,,FL,,E1-FG,4/30/2025,,84
,6302 Valuation Adjustments,2/28/2025,,Opening Balance,Western Consolidated Technologies,,WPSA068051004D-PXX00W,WPSA068051004D-PXX00W,30114,30114,WCT HQ,EA,,0.02514,,SA,,E1-FG,4/30/2025,,977
,6303 Valuation Adjustments,3/31/2025,,Opening Balance,Western Consolidated Technologies,,WPSA075056004D-PXX00W,WPSA075056004D-PXX00W,30115,30115,WCT HQ,EA,,0.0242,,SA,,E1-FG,4/30/2025,,1802
,6304 Valuation Adjustments,4/25/2025,,Opening Balance,Western Consolidated Technologies,,WPSM125100004D-PXX00W,WPSM125100004D-PXX00W,30116,30116,WCT HQ,EA,,0.04055,,SM,,E1-FG,4/30/2025,,1884
,6305 Valuation Adjustments,8/15/2018,,Opening Balance,Western Consolidated Technologies,,WSMP436402007S-PGM15K,WSMP436402007S-PGM15K,30121,30121,WCT HQ,EA,,0.84384,,MP,,E1-FG,4/30/2025,,77
,6306 Valuation Adjustments,9/30/2024,,Opening Balance,Western Consolidated Technologies,,WFFL076052009D-PCG10K,WFFL076052009D-PCG10K,30128,30128,WCT HQ,EA,,0.07552,,FL,,E1-FG,4/30/2025,,275
,6307 Valuation Adjustments,5/3/2024,,Opening Balance,Western Consolidated Technologies,,WFFL076052009D-PXX00W,WFFL076052009D-PXX00W,30129,30129,WCT HQ,EA,,0.07208,,FL,,E1-FG,4/30/2025,,1780
,6308 Valuation Adjustments,1/21/2025,,Opening Balance,Western Consolidated Technologies,,WFFL130075022D-PCG10K,WFFL130075022D-PCG10K,30131,30131,WCT HQ,EA,,0.27816,,FL,,E1-FG,4/30/2025,,140
,6309 Valuation Adjustments,4/11/2025,,Opening Balance,Western Consolidated Technologies,,WSMP128084018D-PXX00W,WSMP128084018D-PXX00W,30163,30163,WCT HQ,EA,,0.6772,,MP,,E1-FG,4/30/2025,,41
,6310 Valuation Adjustments,5/31/2024,,Opening Balance,Western Consolidated Technologies,,WPST037031003Q-PGX15W,WPST037031003Q-PGX15W,30173,30173,WCT HQ,EA,,0.01657,,ST,,E1-FG,4/30/2025,,3137
,6311 Valuation Adjustments,5/10/2019,,Opening Balance,Western Consolidated Technologies,,21114,21114,51055,51055,WCT HQ,EA,,0.1313,,SM,,E1-FG,4/30/2025,,260
,6312 Valuation Adjustments,12/12/2023,,Opening Balance,Western Consolidated Technologies,,WSOT379361027D-PGM15K,WSOT379361027D-PGM15K,30205,30205,WCT HQ,EA,,1.03622,,OT,,E1-FG,4/30/2025,,1121
,6313 Valuation Adjustments,4/8/2025,,Opening Balance,Western Consolidated Technologies,,WFFB111068016D-PGX25A,WFFB111068016D-PGX25A,30245,30245,WCT HQ,EA,,0.17916,,FH,,E1-FG,4/30/2025,,1632
,6314 Valuation Adjustments,4/10/2025,,Opening Balance,Western Consolidated Technologies,,WFFB137087016D-PGX20A,WFFB137087016D-PGX20A,30246,30246,WCT HQ,EA,,0.25288,,FH,,E1-FG,4/30/2025,,370
,6315 Valuation Adjustments,8/29/2019,,Opening Balance,Western Consolidated Technologies,,WSNC142100031D-MXX00W,WSNC142100031D-MXX00W,30251,30251,WCT HQ,EA,,1.06298,,NC,,E1-FG,4/30/2025,,83
,6316 Valuation Adjustments,4/25/2025,,Opening Balance,Western Consolidated Technologies,,WPSM315295004D-PXX00W,WPSM315295004D-PXX00W,30280,30280,WCT HQ,EA,,0.06037,,SM,,E1-FG,4/30/2025,,1141
,6317 Valuation Adjustments,2/7/2025,,Opening Balance,Western Consolidated Technologies,,WFFB142078015D-PXX00W,WFFB142078015D-PXX00W,30304,30304,WCT HQ,EA,,0.22694,,FL,,E1-FG,4/30/2025,,257
,6318 Valuation Adjustments,7/24/2023,,Opening Balance,Western Consolidated Technologies,,WPOT132104013D-PXX00W,WPOT132104013D-PXX00W,30331,30331,WCT HQ,EA,,0.1938,,OT,,E1-FG,4/30/2025,,66
,6319 Valuation Adjustments,3/18/2025,,Opening Balance,Western Consolidated Technologies,,WFFL124089022D-PXX00W,WFFL124089022D-PXX00W,30341,30341,WCT HQ,EA,,0.19695,,FL,,E1-FG,4/30/2025,,383
,6320 Valuation Adjustments,3/18/2025,,Opening Balance,Western Consolidated Technologies,,WFFL124089032D-PXX00W,WFFL124089032D-PXX00W,30343,30343,WCT HQ,EA,,0.23495,,FL,,E1-FG,4/30/2025,,607
,6321 Valuation Adjustments,5/11/2022,,Opening Balance,Western Consolidated Technologies,,WFFB187139026D-PXX00W,WFFB187139026D-PXX00W,30347,30347,WCT HQ,EA,,0.27466,,FB,,E1-FG,4/30/2025,,400
,6322 Valuation Adjustments,4/26/2024,,Opening Balance,Western Consolidated Technologies,,WPSA043038003D-PXX00W,WPSA043038003D-PXX00W,30354,30354,WCT HQ,EA,,0.02217,,SA,,E1-FG,4/30/2025,,1520
,6323 Valuation Adjustments,2/20/2025,,Opening Balance,Western Consolidated Technologies,,WPOT132126009D-PXX00W,WPOT132126009D-PXX00W,30369,30369,WCT HQ,EA,,0.11573,,OT,,E1-FG,4/30/2025,,8180
,6324 Valuation Adjustments,3/29/2024,,Opening Balance,Western Consolidated Technologies,,WFFL066037009D-PCG10K,WFFL066037009D-PCG10K,30413,30413,WCT HQ,EA,,0.11192,,FL,,E1-FG,4/30/2025,,348
,6325 Valuation Adjustments,7/26/2022,,Opening Balance,Western Consolidated Technologies,,WFFL090063012D-PCG10K,WFFL090063012D-PCG10K,30414,30414,WCT HQ,EA,,0.12896,,FL,,E1-FG,4/30/2025,,350
,6326 Valuation Adjustments,9/23/2024,,Opening Balance,Western Consolidated Technologies,,WFFL061044035D-PXX00W,WFFL061044035D-PXX00W,30418,30418,WCT HQ,EA,,0.16831,,FL,,E1-FG,4/30/2025,,309
,6327 Valuation Adjustments,10/3/2018,,Opening Balance,Western Consolidated Technologies,,WSMP111075031D-DK125N,WSMP111075031D-DK125N,30426,30426,WCT HQ,EA,,0.6258,,NC,,E1-FG,4/30/2025,,46
,6328 Valuation Adjustments,4/22/2025,,Opening Balance,Western Consolidated Technologies,,WSSL422373037D-PXX00W,WSSL422373037D-PXX00W,30463,30463,WCT HQ,EA,,1.16117,,SL,,E1-FG,4/30/2025,,78
,6329 Valuation Adjustments,5/19/2020,,Opening Balance,Western Consolidated Technologies,,WSMP392317034D-MXX00W,WSMP392317034D-MXX00W,30471,30471,WCT HQ,EA,,3.45457,,MP,,E1-FG,4/30/2025,,85
,6330 Valuation Adjustments,11/27/2024,,Opening Balance,Western Consolidated Technologies,,WPFS102081115D-PXX00W,WPFS102081115D-PXX00W,30477,30477,WCT HQ,EA,,0.55137,,FS,,E1-FG,4/30/2025,,2
,6331 Valuation Adjustments,4/22/2020,,Opening Balance,Western Consolidated Technologies,,WSMP510432050D-MXX00W,WSMP510432050D-MXX00W,30489,30489,WCT HQ,EA,,7.61038,,MP,,E1-FG,4/30/2025,,34
,6332 Valuation Adjustments,4/3/2003,,Opening Balance,Western Consolidated Technologies,,WSNC203150029D-PXX00W,WSNC203150029D-PXX00W,30495,30495,WCT HQ,EA,,0.49969,,NC,,E1-FG,4/30/2025,,120
,6333 Valuation Adjustments,4/11/2025,,Opening Balance,Western Consolidated Technologies,,WSMP069047031X-PXX00W,WSMP069047031X-PXX00W,30499,30499,WCT HQ,EA,,0.18215,,SL,,E1-FG,4/30/2025,,5
,6334 Valuation Adjustments,1/14/2020,,Opening Balance,Western Consolidated Technologies,,WSNC112074010A-MXX00W,WSNC112074010A-MXX00W,30506,30506,WCT HQ,EA,,0.29012,,NC,,E1-FG,4/30/2025,,165
,6335 Valuation Adjustments,9/27/2019,,Opening Balance,Western Consolidated Technologies,,WSMP329259038D-MXX00W,WSMP329259038D-MXX00W,30507,30507,WCT HQ,EA,,2.88931,,MP,,E1-FG,4/30/2025,,22
,6336 Valuation Adjustments,3/21/2025,,Opening Balance,Western Consolidated Technologies,,WSMP256150101D-PXX00W,WSMP256150101D-PXX00W,30536,30536,WCT HQ,EA,,3.36333,,MP,,E1-FG,4/30/2025,,220
,6337 Valuation Adjustments,10/17/2024,,Opening Balance,Western Consolidated Technologies,,WPOS099087009S-PGX25W,WPOS099087009S-PGX25W,30560,30560,WCT HQ,EA,,0.14936,,OS,,E1-FG,4/30/2025,,1070
,6338 Valuation Adjustments,3/24/2025,,Opening Balance,Western Consolidated Technologies,,WPOT293275006D-PXX00W,WPOT293275006D-PXX00W,30568,30568,WCT HQ,EA,,0.20648,,OT,,E1-FG,4/30/2025,,730
,6339 Valuation Adjustments,10/30/2024,,Opening Balance,Western Consolidated Technologies,,WPOT058043002D-PXX00W,WPOT058043002D-PXX00W,30576,30576,WCT HQ,EA,,0.02117,,NC,,E1-FG,4/30/2025,,1880
,6340 Valuation Adjustments,10/13/2023,,Opening Balance,Western Consolidated Technologies,,WSOS172160009S-PGX25W,WSOS172160009S-PGX25W,30594,30594,WCT HQ,EA,,0.26236,,OS,,E1-FG,4/30/2025,,56
,6341 Valuation Adjustments,4/9/2025,,Opening Balance,Western Consolidated Technologies,,WPSA050036010D-MXX00W,WPSA050036010D-MXX00W,30611,30611,WCT HQ,EA,,0.04982,,SA,,E1-FG,4/30/2025,,1790
,6342 Valuation Adjustments,2/26/2021,,Opening Balance,Western Consolidated Technologies,,WSMP203150027D-PCG18K,WSMP203150027D-PCG18K,30629,30629,WCT HQ,EA,,1.93766,,MP,,E1-FG,4/30/2025,,20
,6343 Valuation Adjustments,4/30/2021,,Opening Balance,Western Consolidated Technologies,,WSMP058038013D-PCG18K,WSMP058038013D-PCG18K,30643,30643,WCT HQ,EA,,0.52025,,MP,,E1-FG,4/30/2025,,39
,6344 Valuation Adjustments,3/3/2025,,Opening Balance,Western Consolidated Technologies,,WPOT192179010D-PGX15W,WPOT192179010D-PGX15W,30652,30652,WCT HQ,EA,,0.15205,,OT,,E1-FG,4/30/2025,,2702
,6345 Valuation Adjustments,10/22/2024,,Opening Balance,Western Consolidated Technologies,,WPOT284276007Q-PGX15W,WPOT284276007Q-PGX15W,30657,30657,WCT HQ,EA,,0.18828,,OT,,E1-FG,4/30/2025,,200
,6346 Valuation Adjustments,3/28/2025,,Opening Balance,Western Consolidated Technologies,,WSMP262188022L-PZM55N,WSMP262188022L-PZM55N,30677,30677,WCT HQ,EA,,3.81297,,MP,,E1-FG,4/30/2025,,100
,6347 Valuation Adjustments,8/14/2024,,Opening Balance,Western Consolidated Technologies,,WSMP346295011S-PZM55N,WSMP346295011S-PZM55N,30691,30691,WCT HQ,EA,,1.76454,,MP,,E1-FG,4/30/2025,,23
,6348 Valuation Adjustments,4/24/2025,,Opening Balance,Western Consolidated Technologies,,WFFB144105009D-PXX00W,WFFB144105009D-PXX00W,30696,30696,WCT HQ,EA,,0.09909,,FB,,E1-FG,4/30/2025,,798
,6349 Valuation Adjustments,8/2/2023,,Opening Balance,Western Consolidated Technologies,,WPSA047037032Q-MXX00W,WPSA047037032Q-MXX00W,30704,30704,WCT HQ,EA,,0.08798,,SA,,E1-FG,4/30/2025,,623
,6350 Valuation Adjustments,8/9/2024,,Opening Balance,Western Consolidated Technologies,,WPOT060049010Q-MXX00W,WPOT060049010Q-MXX00W,30705,30705,WCT HQ,EA,,0.10316,,OT,,E1-FG,4/30/2025,,405
,6351 Valuation Adjustments,4/1/2025,,Opening Balance,Western Consolidated Technologies,,WPOT260249007Q-PGX15W,WPOT260249007Q-PGX15W,30714,30714,WCT HQ,EA,,0.14185,,OT,,E1-FG,4/30/2025,,975
,6352 Valuation Adjustments,6/13/2024,,Opening Balance,Western Consolidated Technologies,,WSNC095018006D-PXX00W,WSNC095018006D-PXX00W,30725,30725,WCT HQ,EA,,0.23661,,NC,,E1-FG,4/30/2025,,192
,6353 Valuation Adjustments,4/24/2025,,Opening Balance,Western Consolidated Technologies,,WPOS281257006S-PRX10K,WPOS281257006S-PRX10K,30729,30729,WCT HQ,EA,,0.21609,,OS,,E1-FG,4/30/2025,,1045
,6354 Valuation Adjustments,4/2/2025,,Opening Balance,Western Consolidated Technologies,,WPOT080069005D-PCR23K,WPOT080069005D-PCR23K,30774,30774,WCT HQ,EA,,0.0482,,OT,,E1-FG,4/30/2025,,4870
,6355 Valuation Adjustments,3/25/2025,,Opening Balance,Western Consolidated Technologies,,WPOT175138007D-PCR23K,WPOT175138007D-PCR23K,30777,30777,WCT HQ,EA,,0.13373,,OT,,E1-FG,4/30/2025,,10121
,6356 Valuation Adjustments,3/17/2023,,Opening Balance,Western Consolidated Technologies,,WSOR075061006D-DV100N,WSOR075061006D-DV100N,30784,30784,WCT HQ,EA,,0.12622,,OR,,E1-FG,4/30/2025,,366
,6357 Valuation Adjustments,4/25/2024,,Opening Balance,Western Consolidated Technologies,,WSNC050032100D-PGX25R,WSNC050032100D-PGX25R,30785,30785,WCT HQ,EA,,0.62708,,NC,,E1-FG,4/30/2025,,251
,6358 Valuation Adjustments,3/27/2025,,Opening Balance,Western Consolidated Technologies,,WPOT224187007D-PCR23K,WPOT224187007D-PCR23K,30788,30788,WCT HQ,EA,,0.20087,,OT,,E1-FG,4/30/2025,,508
,6359 Valuation Adjustments,1/7/2025,,Opening Balance,Western Consolidated Technologies,,WSNC056032037D-PGX25R,WSNC056032037D-PGX25R,30789,30789,WCT HQ,EA,,0.32689,,NC,,E1-FG,4/30/2025,,226
,6360 Valuation Adjustments,2/13/2025,,Opening Balance,Western Consolidated Technologies,,WPOS274236007S-PZM55N,WPOS274236007S-PZM55N,30792,30792,WCT HQ,EA,,0.63097,,OS,,E1-FG,4/30/2025,,116
,6361 Valuation Adjustments,9/20/2024,,Opening Balance,Western Consolidated Technologies,,WPOS314275007S-PZM55N,WPOS314275007S-PZM55N,30793,30793,WCT HQ,EA,,0.80861,,OS,,E1-FG,4/30/2025,,14
,6362 Valuation Adjustments,4/2/2025,,Opening Balance,Western Consolidated Technologies,,WPOT095075004D-PXX00W,WPOT095075004D-PXX00W,30824,30824,WCT HQ,EA,,0.04147,,OT,,E1-FG,4/30/2025,,3865
,6363 Valuation Adjustments,11/22/2024,,Opening Balance,Western Consolidated Technologies,,WSOR018000006D-DA025N,WSOR018000006D-DA025N,30831,30831,WCT HQ,EA,,0.06063,,OR,,E1-FG,4/30/2025,,242
,6364 Valuation Adjustments,3/19/2025,,Opening Balance,Western Consolidated Technologies,,WSNC062032100D-PGX25R,WSNC062032100D-PGX25R,30844,30844,WCT HQ,EA,,0.98827,,NC,,E1-FG,4/30/2025,,48
,6365 Valuation Adjustments,3/12/2025,,Opening Balance,Western Consolidated Technologies,,WSMPV7MFC13PGM,WSMPV7MFC13PGM,30849,30849,WCT HQ,EA,,2.80287,,MP,,E1-FG,4/30/2025,,16
,6366 Valuation Adjustments,6/19/2024,,Opening Balance,Western Consolidated Technologies,,WFFH675062006Q-PMX25B,WFFH675062006Q-PMX25B,30850,30850,WCT HQ,EA,,0.14524,,FH,,E1-FG,4/30/2025,,494
,6367 Valuation Adjustments,4/25/2023,,Opening Balance,Western Consolidated Technologies,,WFFH575062006Q-PMX25B,WFFH575062006Q-PMX25B,30851,30851,WCT HQ,EA,,0.08733,,FH,,E1-FG,4/30/2025,,68
,6368 Valuation Adjustments,4/4/2025,,Opening Balance,Western Consolidated Technologies,,WPOT100087006D-PXX00W,WPOT100087006D-PXX00W,30874,30874,WCT HQ,EA,,0.06044,,OT,,E1-FG,4/30/2025,,153
,6369 Valuation Adjustments,11/4/2019,,Opening Balance,Western Consolidated Technologies,,21868,21868,51301,51301,WCT HQ,EA,,1.26799,,NC,,E1-FG,4/30/2025,,96
,6370 Valuation Adjustments,10/31/2019,,Opening Balance,Western Consolidated Technologies,,21872,21872,51304,51304,WCT HQ,EA,,0.07188,,FL,,E1-FG,4/30/2025,,455
,6371 Valuation Adjustments,1/13/2020,,Opening Balance,Western Consolidated Technologies,,WSMP548463040D-MXX00W,WSMP548463040D-MXX00W,30958,30958,WCT HQ,EA,,7.0699,,MP,,E1-FG,4/30/2025,,22
,6372 Valuation Adjustments,8/12/2022,,Opening Balance,Western Consolidated Technologies,,WFFB111077020D-PGX15W,WFFB111077020D-PGX15W,30969,30969,WCT HQ,EA,,0.12908,,FB,,E1-FG,4/30/2025,,897
,6373 Valuation Adjustments,9/27/2022,,Opening Balance,Western Consolidated Technologies,,WPOT114100007D-PGX25W,WPOT114100007D-PGX25W,31050,31050,WCT HQ,EA,,0.10797,,OT,,E1-FG,4/30/2025,,75
,6374 Valuation Adjustments,11/17/2022,,Opening Balance,Western Consolidated Technologies,,22005,22005,51392,51392,WCT HQ,EA,,0.06794,,OT,,E1-FG,4/30/2025,,265
,6375 Valuation Adjustments,3/10/2025,,Opening Balance,Western Consolidated Technologies,,WPSM120062003Q-PFX15K,WPSM120062003Q-PFX15K,31073,31073,WCT HQ,EA,,0.04823,,SM,,E1-FG,4/30/2025,,407
,6376 Valuation Adjustments,4/2/2025,,Opening Balance,Western Consolidated Technologies,,WSNC225181018D-PXX00W,WSNC225181018D-PXX00W,31099,31099,WCT HQ,EA,,0.55552,,NC,,E1-FG,4/30/2025,,36
,6377 Valuation Adjustments,1/21/2022,,Opening Balance,Western Consolidated Technologies,,WSSL115084025O-MXX00W,WSSL115084025O-MXX00W,31104,31104,WCT HQ,EA,,0.26526,,SL,,E1-FG,4/30/2025,,48
,6378 Valuation Adjustments,7/26/2019,,Opening Balance,Western Consolidated Technologies,,WSSL086059018D-MXX00W,WSSL086059018D-MXX00W,31111,31111,WCT HQ,EA,,0.19754,,SL,,E1-FG,4/30/2025,,15
,6379 Valuation Adjustments,4/18/2025,,Opening Balance,Western Consolidated Technologies,,WSNC031020007D-PGX20W,WSNC031020007D-PGX20W,31122,31122,WCT HQ,EA,,0.20571,,NC,,E1-FG,4/30/2025,,89
,6380 Valuation Adjustments,3/31/2025,,Opening Balance,Western Consolidated Technologies,,WPOT207195010D-PPC15K,WPOT207195010D-PPC15K,31132,31132,WCT HQ,EA,,0.21339,,OT,,E1-FG,4/30/2025,,4617
,6381 Valuation Adjustments,8/13/2024,,Opening Balance,Western Consolidated Technologies,,WFFB051036011D-PCG18K,WFFB051036011D-PCG18K,31146,31146,WCT HQ,EA,,0.06543,,FB,,E1-FG,4/30/2025,,673
,6382 Valuation Adjustments,2/22/2021,,Opening Balance,Western Consolidated Technologies,,WFFL068047015D-PCG18K,WFFL068047015D-PCG18K,31147,31147,WCT HQ,EA,,0.09781,,FL,,E1-FG,4/30/2025,,220
,6383 Valuation Adjustments,8/25/2023,,Opening Balance,Western Consolidated Technologies,,WFFL081059019D-PCG18K,WFFL081059019D-PCG18K,31148,31148,WCT HQ,EA,,0.14206,,FL,,E1-FG,4/30/2025,,110
,6384 Valuation Adjustments,12/2/2024,,Opening Balance,Western Consolidated Technologies,,WPSA062049008Q-PXX00W,WPSA062049008Q-PXX00W,31174,31174,WCT HQ,EA,,0.03756,,SA,,E1-FG,4/30/2025,,550
,6385 Valuation Adjustments,12/19/2023,,Opening Balance,Western Consolidated Technologies,,WPOT149135007D-PGX25W,WPOT149135007D-PGX25W,31175,31175,WCT HQ,EA,,0.14656,,OT,,E1-FG,4/30/2025,,1132
,6386 Valuation Adjustments,4/24/2025,,Opening Balance,Western Consolidated Technologies,,WPSM152137007D-PGX15B,WPSM152137007D-PGX15B,31183,31183,WCT HQ,EA,,0.09059,,SM,,E1-FG,4/30/2025,,387
,6387 Valuation Adjustments,3/19/2025,,Opening Balance,Western Consolidated Technologies,,WPOT183172007D-PGX15K,WPOT183172007D-PGX15K,31191,31191,WCT HQ,EA,,0.26376,,OT,,E1-FG,4/30/2025,,309
,6388 Valuation Adjustments,9/6/2023,,Opening Balance,Western Consolidated Technologies,,WPOT262225007D-PCR23K,WPOT262225007D-PCR23K,31192,31192,WCT HQ,EA,,0.32305,,OT,,E1-FG,4/30/2025,,410
,6389 Valuation Adjustments,4/9/2025,,Opening Balance,Western Consolidated Technologies,,WPSM204191008D-PGX15B,WPSM204191008D-PGX15B,31194,31194,WCT HQ,EA,,0.0948,,SM,,E1-FG,4/30/2025,,560
,6390 Valuation Adjustments,4/23/2025,,Opening Balance,Western Consolidated Technologies,,WPSM150135008D-PGX15G,WPSM150135008D-PGX15G,31199,31199,WCT HQ,EA,,0.07791,,SM,,E1-FG,4/30/2025,,1419
,6391 Valuation Adjustments,10/31/2024,,Opening Balance,Western Consolidated Technologies,,WPSM087075009D-PGX15W,WPSM087075009D-PGX15W,31201,31201,WCT HQ,EA,,0.07348,,SM,,E1-FG,4/30/2025,,365
,6392 Valuation Adjustments,11/15/2024,,Opening Balance,Western Consolidated Technologies,,WFFB119068024Q-PGX20A,WFFB119068024Q-PGX20A,31212,31212,WCT HQ,EA,,0.29193,,FH,,E1-FG,4/30/2025,,76
,6393 Valuation Adjustments,1/9/2012,,Opening Balance,Western Consolidated Technologies,,WPOT131100006D-PXX00W,WPOT131100006D-PXX00W,31216,31216,WCT HQ,EA,,0.10087,,OT,,E1-FG,4/30/2025,,36
,6394 Valuation Adjustments,4/23/2021,,Opening Balance,Western Consolidated Technologies,,WPSM278264011D-PGX15B,WPSM278264011D-PGX15B,31217,31217,WCT HQ,EA,,0.09931,,SM,,E1-FG,4/30/2025,,2700
,6395 Valuation Adjustments,4/10/2025,,Opening Balance,Western Consolidated Technologies,,WPSM120106007D-PRX10K,WPSM120106007D-PRX10K,31223,31223,WCT HQ,EA,,0.04767,,SM,,E1-FG,4/30/2025,,1407
,6396 Valuation Adjustments,1/29/2024,,Opening Balance,Western Consolidated Technologies,,WPSM336322009D-PGX15B,WPSM336322009D-PGX15B,31226,31226,WCT HQ,EA,,0.10549,,SM,,E1-FG,4/30/2025,,480
,6397 Valuation Adjustments,4/25/2025,,Opening Balance,Western Consolidated Technologies,,WFFB149087027Q-PGX20A,WFFB149087027Q-PGX20A,31229,31229,WCT HQ,EA,,0.49416,,FH,,E1-FG,4/30/2025,,1
,6398 Valuation Adjustments,3/21/2022,,Opening Balance,Western Consolidated Technologies,,WFFH467381018D-PXX00W,WFFH467381018D-PXX00W,31268,31268,WCT HQ,EA,,0.5014,,FH,,E1-FG,4/30/2025,,1000
,6399 Valuation Adjustments,4/25/2025,,Opening Balance,Western Consolidated Technologies,,WFFL086051016Q-MXX00W,WFFL086051016Q-MXX00W,31272,31272,WCT HQ,EA,,0.09365,,FH,,E1-FG,4/30/2025,,390
,6400 Valuation Adjustments,3/11/2024,,Opening Balance,Western Consolidated Technologies,,WPOT094080012D-PGX15W,WPOT094080012D-PGX15W,31282,31282,WCT HQ,EA,,0.12095,,OT,,E1-FG,4/30/2025,,465
,6401 Valuation Adjustments,1/30/2023,,Opening Balance,Western Consolidated Technologies,,WSNC383370011D-PGX15W,WSNC383370011D-PGX15W,31283,31283,WCT HQ,EA,,0.45151,,NC,,E1-FG,4/30/2025,,74
,6402 Valuation Adjustments,9/27/2024,,Opening Balance,Western Consolidated Technologies,,WSNC183151021S-PRX15K,WSNC183151021S-PRX15K,31330,31330,WCT HQ,EA,,0.72623,,NC,,E1-FG,4/30/2025,,24
,6403 Valuation Adjustments,9/6/2018,,Opening Balance,Western Consolidated Technologies,,WSNC101068017D-PCG18K,WSNC101068017D-PCG18K,31387,31387,WCT HQ,EA,,0.85166,,NC,,E1-FG,4/30/2025,,13
,6404 Valuation Adjustments,8/12/2024,,Opening Balance,Western Consolidated Technologies,,22351,22351,51517,51517,WCT HQ,EA,,1.1866,,MP,,E1-FG,4/30/2025,,16
,6405 Valuation Adjustments,2/26/2025,,Opening Balance,Western Consolidated Technologies,,WSNC423341100D-PCG18K,WSNC423341100D-PCG18K,31414,31414,WCT HQ,EA,,12.89564,,NC,,E1-FG,4/30/2025,,10
,6406 Valuation Adjustments,9/20/2024,,Opening Balance,Western Consolidated Technologies,,WSOR044033009D-DL050N,WSOR044033009D-DL050N,31418,31418,WCT HQ,EA,,0.07504,,OR,,E1-FG,4/30/2025,,661
,6407 Valuation Adjustments,9/17/2024,,Opening Balance,Western Consolidated Technologies,,WFFL050026013D-MXX00W,WFFL050026013D-MXX00W,31420,31420,WCT HQ,EA,,0.11639,,FL,,E1-FG,4/30/2025,,351
,6408 Valuation Adjustments,4/11/2025,,Opening Balance,Western Consolidated Technologies,,WPOT087063002D-PGX25W,WPOT087063002D-PGX25W,31425,31425,WCT HQ,EA,,0.04814,,OT,,E1-FG,4/30/2025,,1285
,6409 Valuation Adjustments,2/11/2025,,Opening Balance,Western Consolidated Technologies,,WSNC080062023D-PXX00W,WSNC080062023D-PXX00W,31428,31428,WCT HQ,EA,,0.2581,,NC,,E1-FG,4/30/2025,,407
,6410 Valuation Adjustments,10/22/2024,,Opening Balance,Western Consolidated Technologies,,WPOS049039002S-PXX00W,WPOS049039002S-PXX00W,31437,31437,WCT HQ,EA,,0.08167,,MP,,E1-FG,4/30/2025,,246
,6411 Valuation Adjustments,6/6/2019,,Opening Balance,Western Consolidated Technologies,,WSMP112037003L-PRX15K,WSMP112037003L-PRX15K,31441,31441,WCT HQ,EA,,0.24386,,MP,,E1-FG,4/30/2025,,70
,6412 Valuation Adjustments,6/30/2022,,Opening Balance,Western Consolidated Technologies,,WPSM267251012D-PXX00W,WPSM267251012D-PXX00W,31442,31442,WCT HQ,EA,,0.15573,,SM,,E1-FG,4/30/2025,,949
,6413 Valuation Adjustments,7/12/2022,,Opening Balance,Western Consolidated Technologies,,WPSM366347011D-PXX00W,WPSM366347011D-PXX00W,31443,31443,WCT HQ,EA,,0.2025,,SM,,E1-FG,4/30/2025,,941
,6414 Valuation Adjustments,5/13/2019,,Opening Balance,Western Consolidated Technologies,,WPOT148135007D-PXX00W,WPOT148135007D-PXX00W,31445,31445,WCT HQ,EA,,0.09061,,OT,,E1-FG,4/30/2025,,296
,6415 Valuation Adjustments,9/24/2024,,Opening Balance,Western Consolidated Technologies,,WPOT094081006D-PXX00W,WPOT094081006D-PXX00W,31446,31446,WCT HQ,EA,,0.06449,,OT,,E1-FG,4/30/2025,,940
,6416 Valuation Adjustments,6/14/2024,,Opening Balance,Western Consolidated Technologies,,WSNC541522011D-PXX00W,WSNC541522011D-PXX00W,31447,31447,WCT HQ,EA,,0.6038,,NC,,E1-FG,4/30/2025,,127
,6417 Valuation Adjustments,6/10/2024,,Opening Balance,Western Consolidated Technologies,,WPSA050031005D-PGX25W,WPSA050031005D-PGX25W,31470,31470,WCT HQ,EA,,0.03585,,SA,,E1-FG,4/30/2025,,1897
,6418 Valuation Adjustments,1/28/2025,,Opening Balance,Western Consolidated Technologies,,WPSA066044005D-PGX25W,WPSA066044005D-PGX25W,31471,31471,WCT HQ,EA,,0.03864,,SA,,E1-FG,4/30/2025,,5926
